id_ocorrencia;local_ocorrencia;latitude_ocorrencia;longitude_ocorrencia;data_ocorrencia;hora_ocorrencia;presen_agen_segur_ocorrencia;qtd_morto_civil_ocorrencia;qtd_morto_agen_segur_ocorrencia;qtd_ferido_civil_ocorrencia;qtd_ferido_agen_segur_ocorrencia;estado_id;cidade_id;nome_cidade;cod_ibge_cidade;gentilico_cidade;populacao_cidade;area_cidade;densidade_demo_cidade;nome_estado;uf_estado;cod_ibge_estado;homem_qtd_mortos_oc;homem_qtd_feridos_oc;mulher_qtd_mortos_oc;mulher_qtd_feridos_oc;chacina_oc;chacina_qtd_mortos_oc;chacina_unidades_policiais_oc;ag_seguranca_vitima_oc;ag_seguranca_mortos_status_oc;ag_seguranca_feridos_status_oc;bala_perdida_oc;bala_perdida_qtd_mortos_oc;bala_perdida_qtd_feridos_oc;interior_residencia_oc;interior_residencia_qtd_mortos_oc;interior_residencia_qtd_feridos_oc;imediacao_ensino_oc;imediacao_ensino_qtd_mortos_oc;imediacao_ensino_qtd_feridos_oc;vitima_crianca_oc;vitima_crianca_qtd_mortos_oc;info_adicional_crianca_morta_oc;vitima_crianca_qtd_feridos_oc;info_adicional_crianca_ferida_oc;vitima_adolescente_oc;vitima_adolescente_qtd_mortos_oc;info_adicional_adolescente_morto_oc;vitima_adolescente_qtd_feridos_oc;info_adicional_adolescente_ferido_oc;vitima_idoso_oc;vitima_idoso_qtd_mortos_oc;info_adicional_idoso_morto_oc;vitima_idoso_qtd_feridos_oc;info_adicional_idoso_ferido_oc;informacao_transporte_oc;descricao_transporte_interrompido_oc;data_interrupcao_transporte_oc;data_liberacao_transporte_oc;informacao_via_oc;descricao_via_interrompida_oc;data_interrupcao_via_oc;data_liberacao_via_oc;outros_recortes;motivo_principal;motivo_complementar
33533;Cidade Alta, Cordovil, Rio de Janeiro - RJ, 21010-200, Brasil;-22.8196976;-43.2943395;31/01/2020;23:10:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33535;Complexo do Lins, Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil;-22.9196001;-43.2855347;01/02/2020;5:50:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33536;Estr. do Porto Velho - Cordovil, Rio de Janeiro - RJ, 21012, Brasil;-22.8207342;-43.2918436;01/02/2020;1:43:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33537;Morro do Dezoito - Água Santa, Rio de Janeiro - RJ, Brasil;-22.9047235;-43.3144497;01/02/2020;0:10:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33538;Pilares, Rio de Janeiro - RJ, 20771-010, Brasil;-22.8814158;-43.2934319;01/02/2020;6:42:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33540;Complexo do Lins, Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil;-22.9196112;-43.2855362;01/02/2020;7:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33542;Madureira, Rio de Janeiro - RJ, Brasil;-22.8725334;-43.3363639;01/02/2020;7:40:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33547;Iraque, Caju, Rio de Janeiro - RJ, Brasil;-22.8799105;-43.2263825;01/02/2020;1:00:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;1;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33548;Cidade Alta, Cordovil, Rio de Janeiro - RJ, 21010-200, Brasil;-22.8196976;-43.2943395;01/02/2020;17:02:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33550;Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil;-22.8581095;-43.4875308;01/02/2020;15:39:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33555;Morro do 18, Água Santa, Rio de Janeiro - RJ, 20745, Brasil;-22.9083251;-43.3165725;01/02/2020;22:39:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33557;Rebu- Senador Camará, Rio de Janeiro - RJ, 21831-000, Brasil;-22.877663;-43.4981122;01/02/2020;23:27:00;1;1;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33560;Fim do Mundo - Acari, Rio de Janeiro - RJ, Brasil;-22.8200772;-43.336297;02/02/2020;6:00:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;1;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33562;Rampa, Vila Kennedy - Bangu, Rio de Janeiro - RJ, 21850-007, Brasil;-22.8606969;-43.488347;02/02/2020;13:47:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33563;Furquim Mendes, Vigário Geral, Rio de Janeiro - RJ, 21240-720, Brasil;-22.8080985;-43.3183281;02/02/2020;14:14:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33564;Viaduto Pref. Negrão de Lima - Madureira, Rio de Janeiro - RJ, 21350-180, Brasil;-22.8764821;-43.3351852;02/02/2020;15:55:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33565;Rua Conde de Linhares, Oswaldo Cruz, Rio de Janeiro - RJ, 21341-190, Brasil;-22.878678;-43.350325;02/02/2020;15:00:00;0;1;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Execução;
33566;13, Cidade de Deus, Rio de Janeiro - RJ, Brasil;-22.9465479;-43.3697197;02/02/2020;18:50:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33570;Complexo do Chapadão - Costa Barros, Rio de Janeiro - RJ, 21755-470, Brasil;-22.8229118;-43.3767869;02/02/2020;19:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33572;R. Mabá, Parada de Lucas, Rio de Janeiro - RJ, 21241-071, Brasil;-22.8194225;-43.3130113;02/02/2020;20:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33573;Cidade de Deus, Rio de Janeiro - RJ, Brasil;-22.9465479;-43.3697197;02/02/2020;23:48:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33574;R. Santo Antipas, 12 - Cosmos, Rio de Janeiro - RJ, 23062-130, Brasil;-22.9033209;-43.6020899;03/02/2020;3:47:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33580;Tijolinho - Cidade de Deus, Rio de Janeiro - RJ, 22773-200, Brasil;-22.949472;-43.365637;03/02/2020;7:23:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;1;Não;;;Não;;;Sim;;1;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33581;R. Enora - Acari, Rio de Janeiro - RJ, 21531-315, Brasil;-22.8257676;-43.3389194;03/02/2020;8:45:00;1;3;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;3;1;;;Sim;3;41° BPM;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33585;Vila Vintém - Padre Miguel, Rio de Janeiro - RJ, 21721-460, Brasil;-22.8709633;-43.4426703;03/02/2020;10:30:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33589;Morro do São João - Engenho Novo, Rio de Janeiro - RJ, 20950-370, Brasil;-22.9081086;-43.2650198;03/02/2020;14:23:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;1;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33593;Santa Cruz, Rio de Janeiro - RJ, Brasil;-22.9196515;-43.6843877;03/02/2020;19:09:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33594;Manilha, Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil;-22.8581095;-43.4875308;03/02/2020;20:24:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33597;Cidade de Deus, Rio de Janeiro - RJ, Brasil;-22.9465479;-43.3697197;03/02/2020;22:25:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33605;R. Aurélio Valporto - Mal. Hermes, Rio de Janeiro - RJ, Brasil;-22.8577791;-43.3702863;04/02/2020;13:07:00;1;0;0;2;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Sim;;2;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Sequestro;Ação policial
33606;Morro do Urubu - Piedade, Rio de Janeiro - RJ, 21381-400, Brasil;-22.876153;-43.305689;04/02/2020;14:07:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33610;R. Maxwell - Vila Isabel, Rio de Janeiro - RJ, Brasil;-22.9203062;-43.2440196;04/02/2020;4:40:00;1;1;0;3;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;3;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Sim;Rua Maxwell, sentido Grajaú, na altura da Rua Uruguai.;04/02/2020;04/02/2020;;Ação policial;Perseguição
33612;Fumacê, Realengo, Rio de Janeiro - RJ, 21735-480, Brasil;-22.8677888;-43.4248795;04/02/2020;19:53:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33617;R. Áureliano Portugal - Rio Comprido, Rio de Janeiro - RJ, 20261-004, Brasil;-22.9253222;-43.2144803;04/02/2020;22:03:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33620;Mangueira, Rio de Janeiro - RJ, Brasil;-22.9052507;-43.2340127;05/02/2020;1:37:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33621;Morro dos Macacos, Vila Isabel, Rio de Janeiro - RJ, 20560, Brasil;-22.9090869;-43.2553349;05/02/2020;1:40:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33622;Morro da Serrinha - Madureira, Rio de Janeiro - RJ, 21360-320, Brasil;-22.867538;-43.327339;05/02/2020;5:58:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33624;Pavão-Pavãozinho, Copacabana, Rio de Janeiro - RJ, 22071-060, Brasil;-22.9807427;-43.1945407;05/02/2020;6:00:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33625;Morro do Urubu, Pilares, Rio de Janeiro - RJ, 20750, Brasil;-22.8759836;-43.3024082;05/02/2020;5:55:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33626;Morro do Barbante - Galeão, Ilha do Governador, Rio de Janeiro - RJ, 21941-710, Brasil;-22.8134407;-43.2297496;05/02/2020;6:42:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33636;Acari, Rio de Janeiro - RJ, Brasil;-22.8255312;-43.34446;05/02/2020;6:42:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33640;R. Congo - Vila Kennedy, Rio de Janeiro - RJ, 21852-580, Brasil;-22.8622983;-43.4914814;05/02/2020;14:31:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33641;Vila Kennedy - Bangu, Rio de Janeiro - RJ, 21850-007, Brasil;-22.8604006;-43.4884116;05/02/2020;15:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33644;Morro da Serrinha, Madureira, Rio de Janeiro - RJ, 21360-370, Brasil;-22.864444;-43.328136;05/02/2020;18:57:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33645;Morro da Primavera, Cavalcante, Rio de Janeiro - RJ, 21370-240, Brasil;-22.8679549;-43.3171589;05/02/2020;18:53:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33647;Rua da Usina, 740 - Bangu, Rio de Janeiro - RJ, 21815-180, Brasil;-22.8875823;-43.454792;05/02/2020;20:02:00;0;1;0;2;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;1;;1;Não;;;Não;;;Sim;;1;Sim;;1;Não;;;Sim;;;1;Bala perdida,Em casa,OutrosPassou atirando;Não;;;;;Não;;;;;Não;;;;Não;;;;Passou Atirando;Homicídio/Tentativa;
33649;Piedade, Rio de Janeiro - RJ, Brasil;-22.8963027;-43.3126665;05/02/2020;23:42:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33651;Congo  e Manilha, Vila Kennedy, Rio de Janeiro - RJ, 21852-580, Brasil;-22.8622983;-43.4914814;06/02/2020;5:45:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33652;Jacaré, Rio de Janeiro - RJ, Brasil;-22.8923272;-43.2581953;06/02/2020;6:18:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33653;Acari, Rio de Janeiro - RJ, Brasil;-22.8255312;-43.34446;06/02/2020;6:53:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33654;Acari, Rio de Janeiro - RJ, Brasil;-22.8255312;-43.34446;06/02/2020;4:59:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33655;Favela Curral das Éguas, Realengo, Rio de Janeiro - RJ, 21710-422, Brasil;-22.8703239;-43.4197671;06/02/2020;11:25:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33656;Irajá, Rio de Janeiro - RJ, Brasil;-22.8443491;-43.3232005;04/02/2020;8:00:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;1;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Tentativa/Roubo;
33657;Complexo do Chapadão, Costa Barros, Rio de Janeiro - RJ, Brasil;-22.8229118;-43.3767869;06/02/2020;8:00:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;1;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33658;Praça Granito - Parque Anchieta, Rio de Janeiro - RJ, 21625-190, Brasil;-22.8325178;-43.4047614;06/02/2020;10:00:00;1;0;1;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;;;;Não;;;Sim;Fora de serviço;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Arrastão;
33665;Estr. do Camboatá, 2300 - Guadalupe, Rio de Janeiro - RJ, 21665-001, Brasil;-22.8364048;-43.3814201;06/02/2020;15:23:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33666;Senador Camará, Rio de Janeiro - RJ, Brasil;-22.8795382;-43.489301;06/02/2020;16:55:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Sim;Trem (Estação de Senador Camará);06/02/2020;06/02/2020;Não;;;;;;
33669;R. do Cenáculo, 40 - Cidade de Deus, Rio de Janeiro - RJ, 22772-380, Brasil;-22.9483288;-43.3612935;06/02/2020;23:17:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33671;Morro do Turano, Rio Comprido, Rio de Janeiro - RJ, 20261, Brasil;-22.9284443;-43.2177817;07/02/2020;5:17:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33672;Tangará e 15 - Cidade de Deus, Rio de Janeiro - RJ, 22773-360, Brasil;-22.9444293;-43.3672531;07/02/2020;5:56:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;1;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33673;Metral, Vila Kennedy, Rio de Janeiro - RJ, 21853-550, Brasil;-22.8550195;-43.4971339;07/02/2020;6:12:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33675;Manguinhos, Rio de Janeiro - RJ, Brasil;-22.8830377;-43.2457507;07/02/2020;5:58:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33676;Pavuna, Rio de Janeiro - RJ, Brasil;-22.8122261;-43.3619715;07/02/2020;5:39:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33677;Vila Progresso, Vila Kennedy, Rio de Janeiro - RJ, 21852-415, Brasil;-22.8613778;-43.495223;07/02/2020;4:58:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
33679;Para Pedro, Colégio, Rio de Janeiro - RJ, 21235-280, Brasil;-22.8385298;-43.3341193;07/02/2020;6:58:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;Operação Policial;
33682;Rua Antônio Austregésilo - Complexo do Alemão, Rio de Janeiro - RJ, Brasil;-22.8657949;-43.2767301;07/02/2020;8:35:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;;;;;Não;;;Não;;;Não;;;Não;;;Não;;;Não;;;;;Não;;;;;Não;;;;;Não;;;;Não;;;;;;
