ID,latitude,longitude,fecha,hora,presencia_policia,civiles_muertos,policias_muertos,varones_muertos,mujeres_muertas,cerca_escuelas,motivo_principal.y,direccion,localidad,bairro,region
32898,-22.9465479,-43.3697197,04/01/2020,16:34:00,0,0,0,NA,NA,Não,NA,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
32899,-22.8972266,-43.2618392,04/01/2020,18:50:00,0,0,0,NA,NA,Não,NA,"Favela do Rato Molhado, Engenho Novo, Rio de Janeiro - RJ, 20780-180, Brasil",Jacaré,Méier,MEIER
32907,-22.8969198,-43.3516802,05/01/2020,06:57:00,0,0,0,NA,NA,Não,NA,"Praça Seca, Rio de Janeiro - RJ, Brasil",Praça Seca,Jacarepaguá,JACAREPAGUA
32908,-22.8581095,-43.4875308,05/01/2020,07:30:00,0,0,0,NA,NA,Não,NA,"Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Vila Kennedy,Bangu,BANGU
32912,-22.9165218,-43.1974061,05/01/2020,15:40:00,1,0,0,NA,NA,Não,Ação policial,"Morro da Mineira - Catumbi, Rio de Janeiro - RJ, 20211-295, Brasil",Catumbi,Centro,RIO COMPRIDO
32915,-22.8274311,-43.388054,05/01/2020,17:48:00,0,0,0,NA,NA,Não,NA,"Final Feliz, Complexo do Chapadão, Anchieta - Rio de Janeiro",Anchieta,Pavuna,ANCHIETA
32917,-22.9465479,-43.3697197,05/01/2020,19:47:00,0,0,0,NA,NA,Não,NA,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
32919,-22.9325728,-43.2410248,05/01/2020,20:45:00,0,0,0,NA,NA,Não,NA,"Tijuca, Rio de Janeiro - RJ, Brasil",Tijuca,Tijuca,TIJUCA
32920,-22.8689692,-43.5609111,05/01/2020,22:54:00,0,0,0,NA,NA,Não,NA,"Estr. do Pedregoso, 1125 - Campo Grande, Rio de Janeiro - RJ, 23095-250, Brasil",Campo Grande,Campo Grande,CAMPO GRANDE
32923,-22.9465479,-43.3697197,06/01/2020,00:37:00,1,0,0,NA,NA,Não,NA,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
32924,-22.9465479,-43.3697197,06/01/2020,01:42:00,1,0,0,NA,NA,Não,NA,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
32925,-22.8729313,-43.2404233,06/01/2020,05:11:00,1,0,0,NA,NA,Não,Operação Policial,"Vila do João, Complexo da Maré, Rio de Janeiro - RJ, 21032-000, Brasil",Maré,Ramos,COMPLEXO DA MARE
32926,-22.8604006,-43.4884116,06/01/2020,05:57:00,1,0,0,NA,NA,Não,NA,"Vila Kennedy, Rio de Janeiro - RJ, 21850-007, Brasil",Vila Kennedy,Bangu,BANGU
32928,-22.8613683,-43.2429213,06/01/2020,09:10:00,1,0,0,NA,NA,Não,NA,"Baixa do Sapateiro - Maré, Rio de Janeiro - RJ, 21042-420, Brasil",Maré,Ramos,COMPLEXO DA MARE
32929,-22.9319979,-43.2556264,06/01/2020,01:10:00,0,0,0,NA,NA,Não,NA,"Quadra Flor da Mina, Andaraí, Rio de Janeiro - RJ, 20541-170, Brasil",Andaraí,Tijuca,VILA ISABEL
32930,-22.8795382,-43.489301,06/01/2020,06:05:00,1,0,0,NA,NA,Não,Operação Policial,"Favela da Coréia - Senador Camará, Rio de Janeiro - RJ, 21830-565, Brasil",Senador Camará,Bangu,BANGU
32931,-22.9347222,-43.2047222,06/01/2020,06:30:00,1,0,0,NA,NA,Não,Operação Policial,"Morro dos Prazeres - Santa Teresa, Rio de Janeiro - RJ, 22241, Brasil",Santa Teresa,Centro,SANTA TEREZA
32932,-22.8568696,-43.2428977,06/01/2020,10:04:00,1,0,0,NA,NA,Não,NA,"Rua Tatajuba, Nova Holanda, Complexo da Maré, Rio de Janeiro - RJ, Brasil",Maré,Ramos,COMPLEXO DA MARE
32933,-22.8600128,-43.315981,06/01/2020,10:51:00,1,0,0,NA,NA,Não,NA,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, 21370, Brasil",Vicente de Carvalho,Madureira,IRAJA
32937,-22.9347222,-43.2047222,06/01/2020,13:05:00,0,0,0,NA,NA,Não,NA,"Morro dos Prazeres - Santa Teresa, Rio de Janeiro - RJ, 22241, Brasil",Santa Teresa,Centro,SANTA TEREZA
32954,-22.980727,-43.194587,06/01/2020,19:56:00,0,0,0,NA,NA,Não,NA,"Pavão-Pavãozinho, Copacabana, Rio de Janeiro - RJ, 22071-060, Brasil",Copacabana,Zona Sul,COPACABANA
32962,-22.8936111,-43.3163889,06/01/2020,06:00:00,1,1,0,1,NA,Não,Operação Policial,"Morro da Caixa D'água, Queimados, RJ, 26380-044, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
32969,-22.9090869,-43.2553349,07/01/2020,15:28:00,1,0,0,0,0,Não,Ação policial,"Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20560, Brasil",Riachuelo,Méier,MEIER
32973,-22.8904785,-43.486935,07/01/2020,10:30:00,1,0,0,NA,NA,Não,Ação policial,"R. Um - Senador Camará, Rio de Janeiro - RJ, 21831-280, Brasil",Senador Camará,Bangu,BANGU
32977,-22.9598392,-43.3886747,07/01/2020,19:40:00,0,0,0,NA,NA,Não,NA,"Estr. dos Bandeirantes, 5000 - Curicica, Rio de Janeiro - RJ, 22775-112, Brasil",Curicica,Jacarepaguá,JACAREPAGUA
32979,-22.9177207,-43.2013063,07/01/2020,21:23:00,0,0,0,NA,NA,Não,NA,"Morro do São Carlos, Estácio, Rio de Janeiro - RJ, Brasil",Estácio,Centro,RIO COMPRIDO
32981,-22.8315619,-43.2758748,07/01/2020,22:00:00,0,0,0,NA,NA,Não,NA,"R. Guatemala - Penha, Rio de Janeiro - RJ, Brasil",Penha,Penha,PENHA
32982,-22.9355151,-43.5573113,07/01/2020,23:56:00,0,0,0,NA,NA,Não,NA,"Estr. da Cachamorra - Campo Grande, Rio de Janeiro - RJ, Brasil",Campo Grande,Campo Grande,CAMPO GRANDE
32983,-22.8018299,-43.1909843,08/01/2020,05:08:00,1,0,0,NA,NA,Não,Operação Policial,"Morro do Dendê, Ilha Do Governador, Rio de Janeiro - RJ, 21921-415, Brasil",Jardim Carioca,Ilha do Governador,ILHA DO GOVERNADOR
32987,-22.8976187,-43.2612322,08/01/2020,05:40:00,1,0,0,NA,NA,Não,NA,"Favela Rato Molhado, Sampaio, Rio de Janeiro - RJ, Brasil",Sampaio,Méier,MEIER
32988,-22.8018299,-43.1909843,08/01/2020,06:30:00,1,0,0,NA,NA,Não,NA,"Morro do Dendê, Ilha Do Governador, Rio de Janeiro - RJ, 21921-415, Brasil",Jardim Carioca,Ilha do Governador,ILHA DO GOVERNADOR
32994,-22.8208417,-43.3968734,08/01/2020,05:10:00,0,0,0,NA,NA,Não,NA,"Anchieta, Rio de Janeiro - RJ, Brasil",Anchieta,Pavuna,ANCHIETA
32995,-22.8613778,-43.495223,08/01/2020,07:54:00,0,0,0,NA,NA,Não,NA,"Vila Progresso, Vila Kennedy, Rio de Janeiro - RJ, 21852-415, Brasil",Bangu,Bangu,BANGU
32996,-22.8604006,-43.4884116,08/01/2020,12:30:00,0,0,0,NA,NA,Não,NA,"Barão - Vila Kennedy - Bangu, Rio de Janeiro - RJ, 21850-007, Brasil",Vila Kennedy,Bangu,BANGU
33000,-22.8830377,-43.2457507,08/01/2020,15:10:00,0,0,0,NA,NA,Não,NA,"Manguinhos, Rio de Janeiro - RJ, Brasil",Manguinhos,Ramos,RAMOS
33001,-22.88161,-43.481947,07/01/2020,15:00:00,0,1,0,1,NA,Não,Tentativa/Roubo,"Av. de Santa Cruz, 7050 - Comunidade do Sapo  - Senador Camará, Rio de Janeiro - RJ, 21810-007, Brasil",Bangu,Bangu,BANGU
33005,-22.8920063,-43.4274927,08/01/2020,21:25:00,1,0,0,NA,NA,Não,Ação policial,"Favela da Light, Realengo, Rio de Janeiro - RJ, 21615, Brasil",Realengo,Bangu,REALENGO
33006,-22.8386111,-43.3447222,08/01/2020,20:43:00,1,0,0,NA,NA,Não,Ação policial,"Jorge Turco, Coelho Neto, Rio de Janeiro - RJ, Brasil",Coelho Neto,Pavuna,PAVUNA
33007,-22.8073899,-43.3217608,08/01/2020,21:16:00,0,0,0,NA,NA,Não,NA,"R. Franz Liszt - Jardim America, Rio de Janeiro - RJ, 21240, Brasil",Jardim América,Penha,VIGARIO GERAL
33009,-22.8926602,-43.3243705,08/01/2020,22:12:00,0,0,0,NA,NA,Não,NA,"Rua Clarimundo de Melo, 847 - Quintino Bocaiuva, Rio de Janeiro - RJ, 21311-280, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
33013,-22.8257088,-43.3711887,09/01/2020,00:05:00,0,0,0,NA,NA,Não,NA,"R. Edon, 17 - Costa Barros, Rio de Janeiro - RJ, 21650-220, Brasil",Costa Barros,Pavuna,PAVUNA
33014,-22.8951258,-43.2462836,09/01/2020,05:15:00,1,0,0,NA,NA,Não,Operação Policial,"Morar Carioca, Triagem, Rio de Janeiro - RJ, 20960-045, Brasil",Rocha,Méier,MEIER
33015,-22.9465479,-43.3697197,09/01/2020,06:54:00,1,0,0,NA,NA,Não,Operação Policial,"13, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
33023,-22.9483288,-43.3612935,09/01/2020,08:01:00,1,0,0,NA,NA,Não,NA,"Cidade de Deus, Rio de Janeiro - RJ, 22772-380, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
33026,-22.8581095,-43.4875308,09/01/2020,07:00:00,1,0,0,NA,NA,Não,Operação Policial,"Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Vila Kennedy,Bangu,BANGU
33028,-22.8806896,-43.2703547,09/01/2020,16:22:00,0,0,0,NA,NA,Não,NA,"Bandeira 2, Del Castilho, Rio de Janeiro - RJ, 20771-003, Brasil",Del Castilho,Inhaúma,INHAUMA
33029,-22.9517142,-43.3614749,09/01/2020,17:01:00,0,0,0,NA,NA,Não,NA,"13 - Cidade de Deus, Rio de Janeiro - RJ, 22773-615, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
33034,-22.8901332,-43.2706267,09/01/2020,21:33:00,0,0,0,NA,NA,Não,NA,"R. Ferreira de Andrade - Cachambi, Rio de Janeiro - RJ, Brasil",Cachambi,Méier,MEIER
33039,-22.9395041,-43.2515359,10/01/2020,05:30:00,0,0,0,NA,NA,Não,NA,"Morro do Borel, Tijuca, Rio de Janeiro - RJ, 20530-420, Brasil",Tijuca,Tijuca,TIJUCA
33040,-22.9383333,-43.2594444,10/01/2020,07:00:00,0,0,0,NA,NA,Não,NA,"Morro do Borel - Andaraí, Rio de Janeiro - RJ, 20531, Brasil",Andaraí,Tijuca,VILA ISABEL
33043,-22.8229118,-43.3767869,10/01/2020,08:00:00,1,4,0,4,NA,Não,Operação Policial,"Complexo do Chapadão - Costa Barros, Rio de Janeiro - RJ, 21755-470, Brasil",Costa Barros,Pavuna,PAVUNA
