ID,latitude,longitude,fecha,hora,presencia_policia,civiles_muertos,policias_muertos,varones_muertos,mujeres_muertas,cerca_escuelas,motivo_principal.y,direccion,localidad,bairro,region
34489,-22.887158,-43.3888244,17/03/2020,11:00:00,1,0,0,NA,NA,Não,Homicídio/Tentativa,"Av. Albérico Diniz - Jardim Sulacap, Rio de Janeiro - RJ, Brasil",Jardim Sulacap,Bangu,REALENGO
34490,-22.8993109,-43.1777907,17/03/2020,12:30:00,1,0,0,NA,NA,Não,Tentativa/Roubo,"Rua Visconde de Inhauma - Centro, Rio de Janeiro - RJ, 20091-000, Brasil",Centro,Centro,CENTRO
34491,-22.9149302,-43.1868086,17/03/2020,16:40:00,0,1,0,1,NA,Não,Ataque a civis,"R. Riachuelo - Centro, Rio de Janeiro - RJ, Brasil",Centro,Centro,CENTRO
34494,-22.8969198,-43.3516802,17/03/2020,21:13:00,0,0,0,NA,NA,Não,NA,"Praça Seca, Rio de Janeiro - RJ, Brasil",Praça Seca,Jacarepaguá,JACAREPAGUA
34495,-22.877663,-43.4981122,17/03/2020,22:20:00,0,0,0,NA,NA,Não,NA,"Favela do Rebu - Senador Camará, Rio de Janeiro - RJ, 21833-120, Brasil",Senador Camará,Bangu,BANGU
34496,-22.8285759,-43.4099496,17/03/2020,21:00:00,1,0,0,NA,NA,Não,Ação policial,"Morro da Jaqueira, Anchieta, Rio de Janeiro - RJ, Brasil",Anchieta,Pavuna,ANCHIETA
34500,-22.8074916,-43.2146137,18/03/2020,05:18:00,0,0,0,NA,NA,Não,NA,"Estrada do Galeão, Ilha do Governador, Rio de Janeiro - RJ, 21941-570, Brasil",Galeão,Ilha do Governador,ILHA DO GOVERNADOR
34501,-22.9661358,-43.1788843,17/03/2020,21:00:00,1,0,0,NA,NA,Não,Tentativa/Roubo,"Av. Nossa Sra. de Copacabana, Copacabana, Rio de Janeiro - RJ, 22020-001, Brasil",Copacabana,Zona Sul,COPACABANA
34502,-22.9369426,-43.175787,18/03/2020,05:30:00,1,0,0,NA,NA,Não,Tentativa/Roubo,"Rua Senador Vergueiro - Flamengo, Rio de Janeiro - RJ, 22230-001, Brasil",Flamengo,Zona Sul,BOTAFOGO
34503,-22.9052074,-43.354214,18/03/2020,06:41:00,0,0,0,NA,NA,Não,NA,"Bateau Mouche (Batô) - Praça Seca, Rio de Janeiro - RJ, 22733-001, Brasil",Praça Seca,Jacarepaguá,JACAREPAGUA
34504,-22.8018299,-43.1909843,18/03/2020,10:21:00,0,0,0,NA,NA,Não,NA,"Morro do Dendê, Ilha Do Governador, Rio de Janeiro - RJ, 21921-415, Brasil",Jardim Carioca,Ilha do Governador,ILHA DO GOVERNADOR
34505,-22.9641669,-43.1898623,18/03/2020,10:21:00,0,0,0,NA,NA,Não,NA,"Ladeira dos Tabajaras - Copacabana, Rio de Janeiro - RJ, 22031-112, Brasil",Copacabana,Zona Sul,COPACABANA
34513,-22.9088667,-43.2868047,18/03/2020,15:56:00,0,0,0,NA,NA,Não,NA,"R. Viléla Taváres - Lins de Vasconcelos, Rio de Janeiro - RJ, Brasil",Méier,Méier,MEIER
34514,-22.8535487,-43.2467791,18/03/2020,15:52:00,0,0,0,NA,NA,Não,NA,"Maré, Rio de Janeiro - RJ, 21044-040, Brasil",Maré,Ramos,COMPLEXO DA MARE
34518,-22.8535487,-43.2467791,18/03/2020,20:45:00,0,0,0,NA,NA,Não,NA,"Divisa, Complexo da Maré, Rio de Janeiro - RJ, 21044-040, Brasil",Maré,Ramos,COMPLEXO DA MARE
34520,-22.8581095,-43.4875308,18/03/2020,21:44:00,0,0,0,NA,NA,Não,NA,"Metral, Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Vila Kennedy,Bangu,BANGU
34521,-22.9642371,-43.2160848,18/03/2020,20:00:00,1,1,0,1,NA,Não,Tentativa/Roubo,"Rua J. J. Seabra - Lagoa, Rio de Janeiro - RJ, 22460-000, Brasil",Lagoa,Zona Sul,LAGOA
34526,-22.8571956,-43.4979109,19/03/2020,07:24:00,0,0,0,NA,NA,Não,NA,"Metral, Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Bangu,Bangu,BANGU
34527,-22.8875614,-43.3192326,18/03/2020,18:17:00,0,0,0,NA,NA,Não,NA,"Quintino Bocaiuva, Rio de Janeiro - RJ, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
34528,-22.8553578,-43.244551,19/03/2020,07:57:00,0,0,0,NA,NA,Não,NA,"Divisa, Complexo da Maré, Rio de Janeiro - RJ, Brasil",Maré,Ramos,COMPLEXO DA MARE
34530,-22.897712,-43.1908747,19/03/2020,08:00:00,1,0,0,NA,NA,Não,Ação policial,"R. do Monte - Gamboa, Rio de Janeiro - RJ, 20221-130, Brasil",Gamboa,Centro,PORTUARIA
34531,-22.8568696,-43.2428977,19/03/2020,09:59:00,0,0,0,NA,NA,Não,NA,"Rua Tatajuba, Complexo da Maré, Rio de Janeiro - RJ, Brasil",Maré,Ramos,COMPLEXO DA MARE
34532,-22.8960142,-43.3213563,19/03/2020,12:47:00,0,0,0,NA,NA,Não,NA,"R. Saçu - Quintino Bocaiuva, Rio de Janeiro - RJ, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
34533,-22.9043835,-43.315358,19/03/2020,12:52:00,0,0,0,NA,NA,Não,NA,"Morro do 18 - Água Santa, Rio de Janeiro - RJ, 20740-380, Brasil",Piedade,Méier,MEIER
34535,-22.9805325,-43.1936622,19/03/2020,19:54:00,0,0,0,NA,NA,Não,NA,"Pavão-Pavãozinho, Copacabana, Rio de Janeiro - RJ, 22071-060, Brasil",Copacabana,Zona Sul,COPACABANA
34536,-22.9003112,-43.3083839,19/03/2020,17:46:00,1,0,0,NA,NA,Não,Ação policial,"R. Joaquim Martins - Piedade, Rio de Janeiro - RJ, Brasil",Encantado,Méier,MEIER
34537,-22.824249000000002,-43.3678679,19/03/2020,19:50:00,1,0,0,NA,NA,Não,Ação policial,"Favela Bin Laden, Complexo da Pedreira, Costa Barros, Rio de Janeiro - RJ, Brasil",Costa Barros,Pavuna,PAVUNA
34540,-22.9465479,-43.3697197,19/03/2020,21:42:00,0,0,0,NA,NA,Não,NA,"AP2, Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
34541,-22.9025,-43.2013889,20/03/2020,05:30:00,0,0,0,NA,NA,Não,NA,"Morro do Pinto - Santo Cristo, Rio de Janeiro - RJ, 20220-020, Brasil",Santo Cristo,Centro,PORTUARIA
34542,-22.8052385,-43.2086085,20/03/2020,07:00:00,0,0,0,NA,NA,Não,NA,"Bancários, Ilha do Governador, Rio de Janeiro - RJ, Brasil",Portuguesa,Ilha do Governador,ILHA DO GOVERNADOR
34545,-22.8959587,-43.3021819,20/03/2020,05:59:00,1,0,0,NA,NA,Não,Ação policial,"Encantado, Rio de Janeiro - RJ, Brasil",Encantado,Méier,MEIER
34548,-22.8553322,-43.2425958,20/03/2020,17:10:00,0,0,0,NA,NA,Não,NA,"Divisa, Complexo da Maré, Rio de Janeiro - RJ, Brasil",Maré,Ramos,COMPLEXO DA MARE
34550,-22.8951206,-43.3240181,20/03/2020,19:45:00,0,0,0,NA,NA,Não,Guerra,"R. Lemos Brito - Quintino Bocaiuva, Rio de Janeiro - RJ, 21311, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
34553,-22.9225,-43.1925,21/03/2020,04:57:00,0,0,0,NA,NA,Não,NA,"Morro da Coroa - Santa Teresa, Rio de Janeiro - RJ, 20251-310, Brasil",Santa Teresa,Centro,SANTA TEREZA
34556,-22.8604006,-43.4884116,21/03/2020,01:45:00,0,0,0,NA,NA,Não,NA,"Vila Kennedy, Rio de Janeiro - RJ, 21850-007, Brasil",Vila Kennedy,Bangu,BANGU
34557,-22.8535487,-43.2467791,21/03/2020,06:15:00,0,0,0,NA,NA,Não,NA,"Maré, Rio de Janeiro - RJ, 21044-040, Brasil",Maré,Ramos,COMPLEXO DA MARE
34558,-22.8122261,-43.3619715,21/03/2020,03:30:00,0,0,0,NA,NA,Não,NA,"Pavuna, Rio de Janeiro - RJ, Brasil",Pavuna,Pavuna,PAVUNA
34565,-22.9354287,-43.186507,21/03/2020,15:30:00,1,0,1,1,NA,Não,Tentativa/Roubo,"R. Soares Cabral - Laranjeiras, Rio de Janeiro - RJ, 22240, Brasil",Laranjeiras,Zona Sul,BOTAFOGO
34566,-22.9754432,-43.2854643,20/03/2020,23:00:00,0,0,0,NA,NA,Não,NA,"Mata Machado - Alto da Boa Vista, Rio de Janeiro - RJ, 20535-240, Brasil",Alto da Boa Vista,Tijuca,TIJUCA
34567,-22.8300141,-43.3674582,21/03/2020,19:05:00,0,0,0,NA,NA,Não,NA,"Bairro 13 - Barros Filho, Rio de Janeiro - RJ, Brasil",Costa Barros,Pavuna,PAVUNA
34568,-22.9085158,-43.2796947,21/03/2020,23:30:00,0,0,0,NA,NA,Não,NA,"R. Lins de Vasconcelos - Lins de Vasconcelos, Rio de Janeiro - RJ, 20710-130, Brasil",Lins de Vasconcelos,Méier,MEIER
34569,-22.824407,-43.372699,21/03/2020,23:30:00,0,0,0,NA,NA,Não,NA,"Complexo da Pedreira, Costa Barros, Rio de Janeiro - RJ, 21311-401, Brasil",Costa Barros,Pavuna,PAVUNA
34570,-22.8604006,-43.4884116,21/03/2020,23:32:00,0,0,0,NA,NA,Não,NA,"Vila Kennedy, Rio de Janeiro - RJ, 21850-007, Brasil",Vila Kennedy,Bangu,BANGU
34571,-22.859635,-43.491776,22/03/2020,01:59:00,0,0,0,NA,NA,Não,NA,"Manilha, Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Vila Kennedy,Bangu,BANGU
34572,-22.8600881,-43.4863223,22/03/2020,05:34:00,0,0,0,NA,NA,Não,NA,"Malvinas, Vila Kennedy, Rio de Janeiro - RJ, 21850-020, Brasil",Vila Kennedy,Bangu,BANGU
34573,-22.8654866,-43.2619815,22/03/2020,00:24:00,0,0,0,NA,NA,Não,NA,"Morro do Adeus, Complexo do Alemão, Rio de Janeiro - RJ, 21061, Brasil",Complexo do Alemão,Inhaúma,COMPLEXO DO ALEMÃO
34574,-22.856814,-43.49791,22/03/2020,07:55:00,1,0,0,NA,NA,Não,Operação Policial,"Metral, Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Bangu,Bangu,BANGU
34575,-22.8786524,-43.4285172,22/03/2020,07:30:00,0,0,0,NA,NA,Não,NA,"Realengo, Rio de Janeiro - RJ, Brasil",Realengo,Bangu,REALENGO
34576,-22.9083251,-43.3165725,22/03/2020,07:40:00,0,0,0,NA,NA,Não,NA,"Morro do Dezoito, Água Santa, Rio de Janeiro - RJ, 20745, Brasil",Água Santa,Méier,MEIER
34577,-22.8255329,-43.3861896,22/03/2020,08:45:00,0,0,0,NA,NA,Não,NA,"Morro Final Feliz - Anchieta, Rio de Janeiro - RJ, 21655-590, Brasil",Anchieta,Pavuna,ANCHIETA
34578,-22.8197446,-43.388076,22/03/2020,09:48:00,1,0,0,NA,NA,Não,NA,"Morro do Himalaia, Complexo do Chapadão, Rio de Janeiro - RJ, 21655-480, Brasil",Anchieta,Pavuna,ANCHIETA
34579,-22.8875614,-43.3192326,22/03/2020,10:00:00,0,0,0,NA,NA,Não,NA,"Quintino Bocaiuva, Rio de Janeiro - RJ, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
34580,-22.8237979,-43.3727058,22/03/2020,10:45:00,0,0,0,NA,NA,Não,NA,"Complexo do Chapadão, Costa Barros, Rio de Janeiro - RJ, 21650-510, Brasil",Costa Barros,Pavuna,PAVUNA
34583,-22.9465479,-43.3697197,22/03/2020,11:13:00,0,0,0,NA,NA,Não,NA,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
34588,-22.9092295,-43.2369185,22/03/2020,13:00:00,1,0,0,NA,NA,Não,Ação policial,"Av. Radial Oeste - Vila Isabel, Rio de Janeiro - RJ, Brasil",Maracanã,Tijuca,VILA ISABEL
34589,-22.8654866,-43.2619815,22/03/2020,15:59:00,0,0,0,NA,NA,Não,NA,"Complexo do Alemão, Rio de Janeiro - RJ, 21061, Brasil",Complexo do Alemão,Inhaúma,COMPLEXO DO ALEMÃO
34591,-22.8600128,-43.315981,22/03/2020,16:42:00,0,0,0,NA,NA,Não,NA,"Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil",Vicente de Carvalho,Madureira,IRAJA
34592,-22.859936,-43.4275178,22/03/2020,19:00:00,0,0,0,NA,NA,Não,NA,"Vila Nova - Realengo, Rio de Janeiro - RJ, 21730-430, Brasil",Realengo,Bangu,REALENGO
34593,-22.8878915,-43.3323298,22/03/2020,20:40:00,0,0,0,NA,NA,Não,NA,"Morro do Fubá, R. Iguaiba - Cascadura, Rio de Janeiro - RJ, 21311-230, Brasil",Cascadura,Madureira,MADUREIRA
34597,-22.824883,-43.3833237,22/03/2020,21:30:00,0,0,0,NA,NA,Não,NA,"R. Javata, Complexo do Chapadão, Anchieta, Rio de Janeiro - RJ, Brasil",Anchieta,Pavuna,ANCHIETA
34598,-22.9465479,-43.3697197,22/03/2020,21:23:00,0,0,0,NA,NA,Não,NA,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
34600,-22.8194873,-43.378731,22/03/2020,23:58:00,0,0,0,NA,NA,Não,NA,"R. Cel. Moreira César - Pavuna, Rio de Janeiro - RJ, Brasil",Pavuna,Pavuna,PAVUNA
34606,-22.9608214,-43.1688438,23/03/2020,02:05:00,0,0,0,NA,NA,Não,NA,"Morro Chapéu Mangueira, Leme, Rio de Janeiro - RJ, Brasil",Leme,Zona Sul,COPACABANA
34608,-22.9465479,-43.3697197,23/03/2020,01:56:00,0,0,0,NA,NA,Não,NA,"Cidade de Deus, Rio de Janeiro - RJ, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
34609,-22.8810991,-43.4622662,23/03/2020,02:00:00,0,0,0,NA,NA,Não,NA,"R. Santa Cecília - Bangu, Rio de Janeiro - RJ, 21810-080, Brasil",Bangu,Bangu,BANGU
34610,-22.91,-43.2575,22/03/2020,04:55:00,0,0,0,NA,NA,Não,NA,"Morro dos Macacos - Sampaio, Rio de Janeiro - RJ, 20560, Brasil",Sampaio,Méier,MEIER
34612,-22.8243335,-43.3867966,23/03/2020,10:30:00,0,0,0,NA,NA,Não,NA,"Morro Final Feliz - Anchieta, Rio de Janeiro - RJ, 21655-590, Brasil",Anchieta,Pavuna,ANCHIETA
34613,-22.8243335,-43.3867966,23/03/2020,11:35:00,0,0,0,NA,NA,Não,NA,"Morro Final Feliz - Anchieta, Rio de Janeiro - RJ, 21655-590, Brasil",Anchieta,Pavuna,ANCHIETA
34614,-22.8780979,-43.4483194,23/03/2020,16:00:00,0,0,0,NA,NA,Não,Tentativa/Roubo,"Padre Miguel, Rio de Janeiro - RJ, Brasil",Padre Miguel,Bangu,BANGU
34615,-22.8709633,-43.4426703,23/03/2020,19:32:00,0,0,0,NA,NA,Não,NA,"Vila Vintém - Padre Miguel, Rio de Janeiro - RJ, 21721-460, Brasil",Padre Miguel,Bangu,BANGU
34618,-22.8709633,-43.4426703,23/03/2020,22:57:00,0,0,0,NA,NA,Não,NA,"Vila Vintém - Padre Miguel, Rio de Janeiro - RJ, 21721-460, Brasil",Padre Miguel,Bangu,BANGU
34619,-22.8581095,-43.4875308,24/03/2020,00:28:00,0,0,0,NA,NA,Não,NA,"Vila kennedy, Rio de Janeiro - RJ, 21850-430, Brasil",Vila Kennedy,Bangu,BANGU
34632,-22.845586,-43.293667,24/03/2020,18:30:00,1,1,0,1,NA,Não,Tentativa/Roubo,"Morro da Fé, Complexo da Penha, Rio de Janeiro - RJ, Brasil",Penha,Penha,PENHA
34635,-22.8786524,-43.4285172,25/03/2020,02:10:00,0,0,0,NA,NA,Não,NA,"Realengo, Rio de Janeiro - RJ, Brasil",Realengo,Bangu,REALENGO
34637,-22.844215,-43.280447,25/03/2020,00:35:00,0,0,0,NA,NA,Não,NA,"Complexo da Penha - Penha, Rio de Janeiro - RJ, 21070-390, Brasil",Penha,Penha,PENHA
34638,-22.931498,-43.256975,25/03/2020,06:00:00,0,0,0,NA,NA,Não,NA,"R. Anajatuba, 106 - Andaraí, Rio de Janeiro - RJ, 20541-220, Brasil",Andaraí,Tijuca,VILA ISABEL
34639,-22.8473846,-43.275356,25/03/2020,06:58:00,1,0,0,NA,NA,Não,NA,"R. Merendiba, Vila Cruzeiro, Complexo da  Penha, Rio de Janeiro - RJ, 21070-730, Brasil",Olaria,Ramos,RAMOS
34644,-22.8328106,-43.3823075,25/03/2020,11:00:00,1,1,0,1,NA,Não,Operação Policial,"Rua Fernando Lobo - Guadalupe, Rio de Janeiro - RJ, 21665-070, Brasil",Guadalupe,Pavuna,ANCHIETA
34646,-22.8531301,-43.2521633,25/03/2020,12:30:00,1,1,0,1,NA,Não,Tentativa/Roubo,"R. Igaci - Ramos, Rio de Janeiro - RJ, 21040-030, Brasil",Ramos,Ramos,RAMOS
34647,-22.8938868,-43.3213901,25/03/2020,17:00:00,0,0,0,NA,NA,Não,NA,"Rua Clarimundo de Melo - Quintino Bocaiuva, Rio de Janeiro - RJ, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
34652,-22.884691,-43.5516369,26/03/2020,00:34:00,0,0,0,NA,NA,Não,NA,"Estrada da Posse - Campo Grande, Rio de Janeiro - RJ, 23088-130, Brasil",Campo Grande,Campo Grande,CAMPO GRANDE
34653,-22.9395041,-43.2515359,26/03/2020,06:29:00,0,0,0,NA,NA,Não,NA,"Morro do Borel, Tijuca, Rio de Janeiro - RJ, 20530-420, Brasil",Tijuca,Tijuca,TIJUCA
34654,-22.825859,-43.387195,26/03/2020,07:00:00,1,0,0,NA,NA,Não,Operação Policial,"Morro Final Feliz - Anchieta, Rio de Janeiro - RJ, 21655-590, Brasil",Anchieta,Pavuna,ANCHIETA
34660,-22.8442422,-43.2803084,26/03/2020,00:10:00,0,0,0,NA,NA,Não,NA,"Complexo da Penha - Penha, Rio de Janeiro - RJ, 21070-390, Brasil",Penha,Penha,PENHA
34661,-22.9330295,-43.2557926,26/03/2020,06:00:00,1,0,0,NA,NA,Não,Operação Policial,"Morro do Andaraí - Andaraí, Rio de Janeiro - RJ, 20541-170, Brasil",Andaraí,Tijuca,VILA ISABEL
34662,-22.928112,-43.2480624,26/03/2020,07:20:00,1,0,0,NA,NA,Não,Operação Policial,"Morro do Cruz, Andaraí, Rio de Janeiro - RJ, 20510-340, Brasil",Andaraí,Tijuca,VILA ISABEL
34664,-22.947607,-43.370503,26/03/2020,10:02:00,0,0,0,NA,NA,Não,NA,"Jardim do Amanhã, Cidade de Deus, Rio de Janeiro - RJ, 22775-740, Brasil",Cidade de Deus,Jacarepaguá,CIDADE DE DEUS
34666,-22.8951206,-43.3240181,26/03/2020,19:02:00,0,0,0,NA,NA,Não,NA,"R. Lemos Brito - Quintino Bocaiuva, Rio de Janeiro - RJ, 21311, Brasil",Quintino Bocaiúva,Madureira,MADUREIRA
34671,-22.8473846,-43.275356,27/03/2020,04:01:00,0,0,0,NA,NA,Não,NA,"R. Merendiba, Vila Cruzeiro, Complexo da Penha- Penha, Rio de Janeiro - RJ, 21070-730, Brasil",Olaria,Ramos,RAMOS
34679,-22.823881,-43.27475,27/03/2020,07:00:00,1,0,0,NA,NA,Não,Ação policial,"Favela Kelson's - Penha Circular, Rio de Janeiro - RJ, 21012-350, Brasil",Penha Circular,Penha,PENHA
34687,-22.9624316,-43.19113,27/03/2020,11:00:00,1,0,0,NA,NA,Não,Operação Policial,"Ladeira dos Tabajaras - Botafogo, Rio de Janeiro - RJ, 22031-112, Brasil",Botafogo,Zona Sul,BOTAFOGO
34689,-22.9318868,-43.2586108,27/03/2020,19:45:00,0,0,0,NA,NA,Não,NA,"R. Ferreira Pontes - Grajau, Rio de Janeiro - RJ, 20541, Brasil",Andaraí,Tijuca,VILA ISABEL
